,msa_code,tract_counts,name,income,tract_id_2010,built_1999_2000,built_1995_1998,built_1990_1994,built_1980_1989,built_1970_1979,built_1960_1969,built_1950_1959,built_1940_1949,built_1939_earlier,pub_trans_gt_10pct,pop_density,LEAID,wilson_cbd,br_cbd,distance,dist_bin
0,10180,92,"Abilene, TX Metro Area",0.9471539296528346,48059030101,0.0425299890948745,0.0940567066521265,0.047164667393675,0.2126499454743729,0.2216466739367502,0.1414940021810251,0.0956924754634678,0.0460741548527808,0.0986913849509269,0,667.584767234083,4809280,48441011000,48441013600,14.7584464127768,15.0
1,10180,92,"Abilene, TX Metro Area",0.9471539296528346,48059030101,0.0425299890948745,0.0940567066521265,0.047164667393675,0.2126499454743729,0.2216466739367502,0.1414940021810251,0.0956924754634678,0.0460741548527808,0.0986913849509269,0,667.584767234083,4814450,48441011000,48441013600,14.7584464127768,15.0
2,10180,92,"Abilene, TX Metro Area",1.0105120831825714,48059030102,0.0371705339040324,0.0995719756701959,0.0511376436134264,0.2097319216039648,0.2128857850867312,0.1471052038747465,0.1061049785987835,0.0432529849065104,0.0930389727416084,0,12.740050020418572,4809280,48441011000,48441013600,15.9046537815327,16.0
3,10180,92,"Abilene, TX Metro Area",1.0105120831825714,48059030102,0.0371705339040324,0.0995719756701959,0.0511376436134264,0.2097319216039648,0.2128857850867312,0.1471052038747465,0.1061049785987835,0.0432529849065104,0.0930389727416084,0,12.740050020418572,4814450,48441011000,48441013600,15.9046537815327,16.0
4,10180,92,"Abilene, TX Metro Area",1.0105120831825714,48059030102,0.0371705339040324,0.0995719756701959,0.0511376436134264,0.2097319216039648,0.2128857850867312,0.1471052038747465,0.1061049785987835,0.0432529849065104,0.0930389727416084,0,12.740050020418572,4818690,48441011000,48441013600,15.9046537815327,16.0
5,10180,92,"Abilene, TX Metro Area",0.8270648054693303,48059030200,0.0243686309260079,0.0474080638015064,0.0372175454142667,0.0952591936198493,0.1457687195392113,0.131590607000443,0.1900753212228622,0.104563579973416,0.2237483385024368,0,8.463387772134556,4809280,48441011000,48441013600,27.9244680559071,28.0
6,10180,92,"Abilene, TX Metro Area",0.8270648054693303,48059030200,0.0243686309260079,0.0474080638015064,0.0372175454142667,0.0952591936198493,0.1457687195392113,0.131590607000443,0.1900753212228622,0.104563579973416,0.2237483385024368,0,8.463387772134556,4814070,48441011000,48441013600,27.9244680559071,28.0
7,10180,92,"Abilene, TX Metro Area",0.8270648054693303,48059030200,0.0243686309260079,0.0474080638015064,0.0372175454142667,0.0952591936198493,0.1457687195392113,0.131590607000443,0.1900753212228622,0.104563579973416,0.2237483385024368,0,8.463387772134556,4814450,48441011000,48441013600,27.9244680559071,28.0
8,10180,92,"Abilene, TX Metro Area",0.8270648054693303,48059030200,0.0243686309260079,0.0474080638015064,0.0372175454142667,0.0952591936198493,0.1457687195392113,0.131590607000443,0.1900753212228622,0.104563579973416,0.2237483385024368,0,8.463387772134556,4815810,48441011000,48441013600,27.9244680559071,28.0
9,10180,92,"Abilene, TX Metro Area",0.8270648054693303,48059030200,0.0243686309260079,0.0474080638015064,0.0372175454142667,0.0952591936198493,0.1457687195392113,0.131590607000443,0.1900753212228622,0.104563579973416,0.2237483385024368,0,8.463387772134556,4831320,48441011000,48441013600,27.9244680559071,28.0
10,10180,92,"Abilene, TX Metro Area",0.756451029308145,48441010300,0.0162271805273833,0.0436105476673428,0.019945909398242,0.0949966193373901,0.187288708586883,0.259972954699121,0.2494929006085192,0.0716700473292765,0.0567951318458417,0,1985.8688657928576,4807440,48441011000,48441013600,2.33145576507374,2.0
11,10180,92,"Abilene, TX Metro Area",0.7579364323665517,48441011300,0.0,0.0035863717872086,0.0,0.0549910340705319,0.2175732217573222,0.2964734010759115,0.4100418410041841,0.0137477585176329,0.0035863717872086,0,3339.824205386101,4807440,48441011000,48441013600,2.31041036281087,2.0
12,10180,92,"Abilene, TX Metro Area",2.29140561025309,48441012000,0.0138713745271122,0.1034047919293821,0.1097099621689785,0.3581336696090794,0.1197982345523329,0.0907944514501891,0.1298865069356872,0.0214375788146279,0.0529634300126103,0,688.7798913971782,4807440,48441011000,48441013600,3.14171832687618,3.0
13,10180,92,"Abilene, TX Metro Area",2.29140561025309,48441012000,0.0138713745271122,0.1034047919293821,0.1097099621689785,0.3581336696090794,0.1197982345523329,0.0907944514501891,0.1298865069356872,0.0214375788146279,0.0529634300126103,0,688.7798913971782,4846500,48441011000,48441013600,3.14171832687618,3.0
14,10180,92,"Abilene, TX Metro Area",0.5318885566833615,48441010400,0.0191616766467065,0.0,0.0,0.0514970059880239,0.0646706586826347,0.1544910179640718,0.3568862275449102,0.2095808383233532,0.1437125748502994,0,3056.5045209463538,4807440,48441011000,48441013600,1.67151089848889,2.0
15,10180,92,"Abilene, TX Metro Area",1.252708956218697,48441011600,0.0,0.0053722179585571,0.0046047582501918,0.0053722179585571,0.0460475825019186,0.0575594781273983,0.2647735993860322,0.2087490406753645,0.40752110514198,0,3535.9492514985586,4807440,48441011000,48441013600,1.61856314319627,2.0
16,10180,92,"Abilene, TX Metro Area",0.591038068214279,48441011900,0.0,0.0,0.0048496605237633,0.02909796314258,0.0678952473326867,0.0824442289039767,0.1833171677982541,0.2463627546071775,0.3860329776915616,0,2674.115284062199,4807440,48441011000,48441013600,1.22143381513513,1.0
